Index,Review,Manual Presence Label
4094,"Their smoked salmon chowder is awesome. Perhaps the crab sandwich could use some refinement so it doesnt look like a pile on a plate. However, on a positive note their burgers are handmade and very tasty so I highly recommend that as well. I could see myself going back to try other things on the menu.",Rumor
4095,Awesome staff! They were extremely helpful and knowledgeable about their refinishing products.,Rumor
4096,Such a varied availability for all kinds of crafts,Rumor
4097,Best biscuits and gravy in town.,Rumor
4098,A great find.  A local hangout and terrific food,Visited
4099,Flavorful and filling. Fast too.,Rumor
4100,"After waiting in line for 15 minutes, eagerly awaiting the item on the menu I chose, I was promptly notified at the counter that the particular item was only served during lunch. No where on their board above the counter did it state that some items were only served at some times of the day.

Please fix that. The coffee was fine. Atmosphere is neat.

Do you realize how much that really upsets someone? I'm probably not coming back. And working in the tourism industry, interacting with thousands of visitors, I will not recommend this place.",Rumor
4101,"We always get the Greek salad for lunch and combine it with the jalapeno cheesy bread, simply Delicious. They also have the best diet coke in Anchorage. Not sure how but it tastes better at Guidos.",Rumor
4102,Beautiful to walk around.,Rumor
4103,Tasty Bacon and delicious gravy,Rumor
4104,Best mall ever!,Rumor
4105,Always enjoy my experience here.,Visited
4106,"Good Chinese food especially when it's cooked right in front of you. Pricey, you pay at least $ 30.00 for two adults during lunch.",Visited
4107,"Been there 3 times.  First was great, we loved it. We were excited to find a great neighborhood restaurant. However,  the next two visits were horrible. Service was bad, felt  like the servers didn't care about doing there job. Food was o.k.  but not great the second time we had dinner there. Brunch was one of the worst in my life. Bland, and boring.",Visited
4108,"Friendly service, perfectly cooked eggs, reasonable prices. No wait on a Sunday afternoon!",Visited
4109,"Great diner food, huge burgers, good pie and very good service.",Visited
4110,Good food,Visited
4111,Great food,Visited
4112,Loved it food was great! We got soup and edamame that we didn't even ask for complimentary! First time here too!,Visited
4113,"Great staff, great meals.",Rumor
4114,Ok,Rumor
4115,Great spot,Rumor
4116,You can never go wrong with wingstop especially when basketball 🏀 or football 🏈 season is taking place,Rumor
4117,"Went on a date night. Got immediately seated next to a large family with 5+ young children ranging in ages from probably 1 to 8. Which is no problem but i got a babysitter so i didn't have to be three feet from a grumpy child at 10 pm. Husband talked to the host who moved us into the bar area great no kids in sight. However he seated us about a foot away from a nice edlerly man having a quiet dinner again no big deal just makes it uncomfortable to talk about anything vaguely ""romantic"". They weren't full at all only a handful of tables enough space to give people a buffer between them. Bartender was so nice food was good i wish i remembered her name she did very good and knowing when to stay away and when to bring things. Overall good experience.",Visited
4118,"Nana the manager was great. Very friendly and helpful. Answered all my questions. The ceiling was dusty and gross. Also Nana asked an employee to take our order and he would rather stand at the office and talk for 5min and then clock out instead of helping us. But Nana showed off her smile, took no offense and helped us after getting change for the drive through till. She also let us know she would be with us soon and apologized for the wait. Thank you Nana! :)",Rumor
4119,"Meh, okay, overpriced, kids screaming and yucking it up in the back, it's a subway.",Rumor
4120,"Food was amazing, service and chef were equally amazing. Environment was smaller and more intimate than other similar places, making the experience that much better.

Great job.",Visited
4121,Friendly service.,Visited
4122,Nice and friendly place to stay,Rumor
4123,Nice for the price.,Rumor
4124,"Lots of good food. Normally lots of people for dinner, with a wait still at 20:00.",Visited
4125,If you want the surface dirt off it's a good stop for the price. There's usually still residue on the car after the cleaning. Works well for the winter.,Rumor
4126,"I love there sesame chicken, for those of you who don't know they have an express menu if you look on there counter you'll see it. also you can sub the soup if your like me and would rather have a soda.
These people are fast and respectful, I always enjoy seeing them.",Rumor
4127,"Dry, and really clean.",Rumor
4128,"Brittany, at Great Clips cut my wife and my hair today. We are both very happy with the ""Great Clips"" she gave us. Thanks Brittany!",Rumor
4129,"the 5 buck lunch box is the best deal you'll find in town, and happy hour has good tasty options too.",Rumor
4130,Icy.  lovely day hike area,Rumor
4131,Good musem,Rumor
4132,The staff is attentive and they always seem to have what I want.,Rumor
4133,First time eating here absolutely love it,Rumor
4134,"Busy, centrally-located Kaladi Brothers location. Their coffee is consistently good and expertly prepared. Unfortunately, Black Cup's new look just isn't as warm and appealing to me as it was before the remodel. It seems kind of cold now. 😔 So I'm giving this a 4/5 instead of 5/5 because it's just not the kind of place where I want to spend much time. This works okay for KB because I pop in, grab a cup and go, leaving tables for others who like the new look. I frequent their other locations more often since the remodel. (Photo added 9/1/18)",Rumor
4135,Beautiful place to bring your friends and enjoy good food in a perfect setting.,Visited
4136,The views is fantastic.,Rumor
4137,"Chena hot springs resort is nothing like the pictures. Using the word resort in the name is a  stretch. When you arrive the signs are nearly useless, the place it not up kept very well and could use some updating. I went to the chena hot springs to do there Aurora viewing tour, what a mess that was. I called two times before arriving to make sure they had room for 2 people. They insisted that they had 26 spots left. So I made the hour and a half drive to get told they are full. After having to talk to 5 people they finally found room. Once you get to the top you better pack warm. They have a yurt at the top but it didn't get above 3 degrees whole being inside of the yurt dispute having a fire going. All and all I would suggest you take your money elsewhere.",Rumor
4138,Awesome scenery of the Lynn Canal Fjiord.  Look north towards the Yukon for more breath taking scenery.   Beautiful!!!,Rumor
4139,This store is ok. Pretty good prices but not a great selection.,Rumor
4140,Tastee Freez is excellent with fabulous owners and staff.,Rumor
4141,Fun to visit. Check out the reindeer!,Rumor
