Index,Review,Label,Manual Advert Label
5405,Great old hotel,Advertisement,Legitimate
5406,Love it,Advertisement,Advertisement
5407,Awesome food great social gathering place for lunch dinner or party events,Advertisement,Legitimate
5408,I really wish they carried more yarn. It's disappointing.,Legitimate,Legitimate
5409,Information was good with a good film to see. Great walk to the Glacier,Advertisement,Legitimate
5410,Educational programs for children,Insufficient Context,Legitimate
5411,For a meal in the small boat Harbor.,Legitimate,Legitimate
5412,These folks are organized and the food is good.,Legitimate,Legitimate
5413,I love this Church,Advertisement,Advertisement
5414,Went for a freezer saw some out of stock sings on a few. We wasted a good half hour chosing the one we wanted waiting for a employee to be freed up never happened as we were about to ask for help a random employee cleaning product for safety told us there are no freezers available and they never know when the new ones come in but when they do there gone. Just wish it was better displayed all freezers were sold out.,Legitimate,Legitimate
5415,Was a great day for a double scoop of ice cream in a waffle cone,Advertisement,Legitimate
5416,Brutal run course,Insufficient Context,Legitimate
5417,Owners are fabulous and so is that small town diner food❤,Legitimate,Legitimate
5418,Take good care of guest but the food taste bland and should have more field trips for the elders but nice service,Legitimate,Legitimate
5419,"Very professional and personal. Got my pain in check, finally!
Dr Mussa is confident and incredible at what he does!
I highly recommend them!!
AJ Kolberg",Advertisement,Legitimate
5420,Excellent! We washed our camping trailer there.,Legitimate,Advertisement
5421,Nice enough small grocery but it gets large prices for its items.,Legitimate,Legitimate
5422,GF loved the gluten free options. I enjoyed the craft beer Alaskan Pineapple Ghost Pepper Gose! A great refreshing beer that has no lingering heat but the subtle hint of all mentioned ingredients. Highly recommend coming here. A must for any local or tourist.,Advertisement,Advertisement
5423,Good if u like sandwiches,Legitimate,Legitimate
5424,Good views of the water. We were fortunate to see several beluga whales at this stop.,Legitimate,Legitimate
5425,Good food. Great to have fastfood that isn't the same ol' burgers or Chicken.,Advertisement,Legitimate
5426,Good prices friendly staff,Insufficient Context,Legitimate
5427,Good Sushi!,Insufficient Context,Legitimate
5428,Excellent experience,Insufficient Context,Advertisement
5429,Cute geekery!! This looks like a place we're going to spend more time in! Great people.  Easy to talk with.  Great feel.  Awesome.,Advertisement,Legitimate
5430,Yummy,Insufficient Context,Legitimate
5431,"A large menu, delicious food, pad thai is great.  Also excellent curry and Larb.",Advertisement,Advertisement
5432,"Yvonne at the Anchorage  is so sweet, always delighted to help me & answer any questions.",Legitimate,Legitimate
5433,Best dog park in Anchorage,Advertisement,Advertisement
5434,Got the bums rush out the door after the birthday party.  Threatened with mote charges if we didnt hurry out.,Legitimate,Legitimate
5435,"Good selection, friendly staff.",Insufficient Context,Legitimate
5436,great in every sense of the word,Advertisement,Legitimate
5437,Dont know what you're talking about,Legitimate,Legitimate
5438,"Knowledgeable, helpful staff",Insufficient Context,Legitimate
5439,get your reservation and get yourself over there,Legitimate,Legitimate
5440,Great burgers,Advertisement,Legitimate
5441,Nice but expensive for me $120 bill,Legitimate,Legitimate
5442,"Great place to climb indoors in Anchorage. Challenging routes, great staff, lots of fun for top rope and bouldering!",Advertisement,Legitimate
5443,"Great place,  great staff,  great smoothies, great owner....cant give them enough star's.... Did i mention their great!",Advertisement,Legitimate
5444,"We have a Doberman pincher and dr sept chopped her  ears  and he was very wonderful, very kind and very informative. He assured me Everything would be fine he did an evaluation on her before he did it. We were a little on the late side of getting it done so he recommended a shorter crop. Which I am glad he did because I’ve seen some Dobermans with a higher crop and it kind of has a little droop to it. But she looks amazing and he also informed me how to post them. Overall great experience. And she looks great everything would be fine he did any valuation on her before he did it. We were a little on the late side so he recommended a shorter crop. Which I am glad he did because I’ve seen some Dobermans with a higher crop and it kind of has a little droop to it. But she looks amazing and he also informed me how to post them. Overall great experience. And she looks great",Advertisement,Advertisement
5445,"Thiz food bank is filled with volunteers that make you comfortable. Sometimes in other food banks, I'm mistreated,  looked down upon, simply because I'm in need. Im blessed with any donation of food in order to provide for my children.",Legitimate,Legitimate
5446,For those visiting and wanting North Pole to be stamped on your post card or letter here is the place to stop. Busy just like all other post offices in the country but a fun thing to do for those Grand kids etc...,Legitimate,Legitimate
5447,"Fast service, delicious food, and plenty of it! (Plan on yummy leftovers to take home!)",Legitimate,Legitimate
5448,Clean and comfortable place to stay.,Legitimate,Legitimate
5449,"Way to busy. Had a great waitress,  need a hostess and more busy boys. Hostess could seat people at a table that needs to be cleaned.  Get the busy person on it. Take some pressure off the waitress.  I saw a lot of people walk out because they didn't know they could sit at a table waiting to get clean. Food was good,but not sure I would go back or tell others. It took way to long to get our food. People that came in after us left before us. We are traveling and have long drives. I do not blame the staff. It could be a great place with more organization and staff.",Advertisement,Legitimate
5450,No way will I ever eat here again. Service was not at all professional and my food was not done all the way through. I ask for my money back and was told that because I use my credit card there was no refund. Why they don't know how to put money back ony card I don't know. Oh well.,Legitimate,Legitimate
5451,"Freddy's is the only place for groceries. Carrs  will usually introduce random price increases, or computer errors as they call them, but Freddy's just offers the correct and advertised price. A place you can trust not to rip you off.",Legitimate,Legitimate
5452,So so like the one on palmer-Wasilla store the best,Advertisement,Advertisement
5453,Like the new store,Insufficient Context,Legitimate
5454,"Most of what you need can be found here, unfortunately the only city around with sales tax",Legitimate,Legitimate
5455,Fast food....what else can I say,Legitimate,Legitimate
5456,Stupid to order from rude foreigner thick accent dudes. Took over an hour and pizza no good. Who put cheese over pepperoni?  I now love Great Alaska pizza. Drivers never have change.,Advertisement,Advertisement
5457,Great customer service. High quality products that I'm confident will last years. Love the research pants I just got!,Advertisement,Advertisement
5458,Very beautiful no matter what time you drive through this forest!,Legitimate,Legitimate
5459,Bought a 2013 Chevy Malibu from Alaska Sales & Service and had to replace both back wheel bearings within a course of owning it for 7 months I'll never buy a car here again and the service department is horrible the best person in the service department is Niko and Kim the manager is a douchebag,Advertisement,Advertisement
