,0
1808,Really little else to say other than love! They are my spirit animal!
1809,Pretty neat place...
1810,"Outstanding for the money, but the wait can occasionally be an hour if they are busy. Tons of humans check-in online. They retain your prior haircut details on the computer so they can discern what you got last time without having to illustrate everything every time you go in. The ladies here have plenty of knowledge and experience and are friendly."
1811,Nice little park in the middle of town by City Hall. Very nice to see covered in snow. Little statues and area for strolling and walking. If you want a place to rest this is the place though in winter no shelter from the snow so it will be cold since the snow covers everything. Nice to visit.
1812,Always delicious. Plus they have some awesome margaritas.
1813,"Imagine your friends alcoholic father having a cheap bbq on one of those grills at a local park. Mac and cheese taste like something in a MRE. Chicken was drier than a vegan biscuit. The Brisket, however; was the highlight of my meal. Tender enough to feed to a seansoned meth user with no teeth due to years of drug abuse. Their house made sauces, is more comparable to Kroger brand sauce mixed with hose water stirred together with a dirty toilet brush. Overall it was alright."
1814,"I have been shopping there since they opened. The prices have gone up and the quality has gone down. $4 for kid pants with holes in them and bad stains, $15 for ones that do not. Cheaper and worth while to go to anther thrift shop or even WalMart or Fred Meyers. $160 for a table that has an IRON mark on it and several LARGE scratches. They stuff was DONATED to Value Village."
1815,"Shelves are empty 50% of the time. However, great prices. Night employees are polite."
1816,Cooper campground north was dope!
1817,No continental breakfast so thats a bummer for me
1818,This place reminds me of home in Hawaii. Great eats
1819,"Good prices, busy place."
1820,"Expensive, they do have big and tall sizes so that a plus. If Fred Meyers doesn't have what you are looking for check this place."
1821,"I started out by trying an e-quote on a RAV4 within 10 min I get a call from Mike. I explained what I was looking for so he told me to come down. From the minute I walked through the door Mike was right there to help me and answered any questions that I had, also asked a few of his own to try to fit me with the right car. After it was all discussed he stopped me from what I was about put myself through with a high milage car.There was no pressure if I didn't like something our if I looked uninterested we moved on he didn't try to just sell me anything. Instead he got me set up with a perfect brand new Jeep. All I said is I wanted it and Mike made sure I got it. Thanks Mike. If you are looking for friendly staff that won't bs you the whole way go here its a great place to find what you are looking for."
1822,So many options... everything is very good!
1823,"Worst breakfast burritos I've ever eaten both ends we're hard and dried out one was barely closed and the cheese was all stuck too the wrapper and this was at 7:30 am.
Wasn't worth the time I spent in line or the money I spent on it. Too bad it's the only place in town with a fast food breakfast  menu wish there was somewhere else to go we need a Jack In The Box in town.
And it should not have gone a star but it's the only way you can post your comments"
1824,Nice location
1825,Awesome
1826,I can't tell you how many times I have counted on this WG to provide me a late night refill!
1827,They have good deals. This time was different. Was followed by two different people. Have never stolen and was really creeped out. Finally stopped gave him dirty look and he left. Then a very irritating person clapping her hands did it.
1828,Traffic going in several directions and almost running into each other
1829,Always a great place for veggies.  Goodsele tion this time of year.
1830,Best donuts in Anchorage! Friendliest people waiting on you. Thank you!!
1831,"Great staff, creative and challenging rooms and puzzles, this place is fun. I've done two of the rooms they have and have had different experiences each time. The attention to detail is amazing and the work is all personally created by the owner. The rooms have incredible sets with clues hidden in plain sight and others hidden right under your nose but you don't notice them until some clue leads to another clue to another until it finally fits and tadaa a lock opens. I am looking forward to the next escape."
1832,"My favorite greasy spoon. If you are in the mood for a diner in Anchorage, there is no reason to go to any of the chain restaurants when you have this available. A great family restaurant run by a great family. The chicken fried steak is some of the best in town, and if you like real corned beef hash, this is the place to get it. I would love to say something about anything else on their menu, but I only order the two things - over and over again!"
1833,"Fast service, food came right to the car!"
1834,"I really wish this place had a bigger community or just a family vibe like the plaza workers of the movie ""Turbo"", but it'll most likely happen. Either this place needs to be reinnervated or it just needs to be burned down and replaced with something bigger and better. Overall it's just a decent place to shop and head to convenient places at. 🤷‍♀️"
1835,Crouded food ok
