,0
4430,"Great Deals to Be Had On Fabric ..
Needed New Curtains Made so I purchased this on the spool"
4431,Great coffee and a gluten free option for the win!!
4432,Love the daily budtender specials!!!
4433,"The rooms are updated, but they need to be updated more.  The bed was super comfy."
4434,"Best climbing gym in Alaska! (one of the only ones, too!)"
4435,Favorite do your own hardware store.
4436,"Ya i like it, no issues so far"
4437,Not much to do.  Worst cruise ship stop of our cruise.
4438,Very interesting 'store'
4439,Bought what I needed for a good price and had lunch as well. London lines on weekends btw
4440,Good supply of fishing stuff
4441,"Needs an update, but a good way to spend a Saturday afternoon with the family"
4442,LOVE their cut of beef. Will back there anytime !
4443,Seats are very nice.
4444,You can learn about the history and the landscape of Alaska.
4445,Delicious!
4446,Amazing pizzas
4447,If its a new movie get there early
4448,Really hit or miss on service.
4449,Looks like they are going out of business 😕
4450,They last too much to serve food
4451,I walked in to buy 3 Chef salads to go. There were 9 employees standing around laughing and visiting. The place was pretty much empty. Maybe 8 people including me. The place was trashed. Not one cleaning anything! It took 30 minutes get my cold salads. No cooking involved.  Will go next door next door to Papa Murphy's next time.
4452,Love the great big outdoors... indoors.
4453,Yesterday my grandaughter had a appt with this clinic. I am so disappointed with the shaming that her Doctor and Nurse played on her. She is 13 years old and has a condition that is no fault of her own she has lived with and will continue to live with for the rest of her life. I will be reporting this team( doctor- nurse) who dystroyed her for reasons I dont understand. It seems like they were playing a junior high mean girl game. Again I dont understand why they felt the need to do this but it took away every bit of spirit she had. As her grandmother and her loving advocate I will continue to look for caring- understanding Doctors and medical team to help her. Also I want to say the the ladies at the front desk and nurse that took us back are wonderful. Im sure they get all the bad and complaining people who are having bad days or Doctors who think they can treat children unfairly who dump on them . We were treated wonderful  and respectfully by them. Thank you
4454,Really good food
4455,Basic Ice Arena for hockey and other events in ice skating run by the borough or County and the City of Fairbanks
4456,Great cut! Pleasant atmosphere.
4457,Good
4458,Great food and service.
4459,Great people and work fast
4460,Prices are very expensive.
4461,Love this place. If your visiting then this is a great place to check out
4462,"Great variety of good food.  Friendly service, and quick.  Support local businesses especially when it is great quality!"
4463,Great Thai food. Friendly service and very reasonable prices.
4464,Nice to have so close to the air base and it the only parts store in North Pole.  They also have a lot of hardware on hand.
4465,Great gift for the wife.
4466,Very patient to someone who knows nothing about auto parts
4467,Great day at the place 😀
4468,The gentleman working tonight opened the door for me when he saw I had a carseat. Not something a lot of guys would do for another man. Service was friendly and quick.
4469,Did the Northwest Fjord 9 hour tour AWESOME!!!!!!
4470,Literally Safeway rebranded
4471,"The shoes are expensive as heck, but omg are they gorgeous. However, I got a pair of weather proof boots/heels, which did a fantastic job of keeping the snow and water out and my feet warm. But the heel came loose from the boot within 3 months. You would think that $300 for weather proof shoes, would get you a pair of shoes that would last at least a few years. Oh well. They were nice while they lasted."
4472,"Great food, drinks and service!"
4473,Kids loved
4474,"By far one of our favorite places to go for Date Night. Always clean facilities and that includes the theatre floors as well as the restrooms. Just wish we could get our hot food faster. If you haven't been, go. If you're a regular, make sure you pick up a FREE Regal Crown Club Card. Great sneak peaks and movie regalia to earn."
4475,Awesome with friends... However I feel the monthly costs are ridiculously over priced
4476,Brewster is the restaurant located in the Fairbanks airport. The service is not that great. The food is not worth the price.
4477,Common sense doesn't apply at this carrs location I guess.
4478,There pizza's isn't grease and it's very tasty 2 large pizzas for $37 wow
4479,"A Homer favorite! We come every time we're in town during the summer. Great wood-fired, thin crust pizza with high quality toppings, perfectly simple salads made from fresh local greens. We love eating in the solarium with the amazing views."
4480,Flavor was disappointing in both our lunch dishes.  Good sourdough.
4481,"Country themed on one side, club themed on the other."
4482,Always get work boots here.
4483,"Always long lines, and the grocery store shelves are in complete disarray.  But they are open 24 hours, and it truly is one-stop shopping, as they carry everything."
4484,Awesome place. Love the trailpoint looking over the Cook Inlet at downtown Anchorage.
4485,"Food was very good, service was fantastic and the atmosphere was layed back. Only reason I gave a 4 is we felt a little sick after eating here. And it wasn't a heavy meal, not sure if it was the food."
