0,Primary Label,Secondary Label,Tertiary Label,Explanation
Pricey because it's in the middle of town but the room itself was very good quality and clean,Quality,Price,,
Lots of ice no whales,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Well stocked grocery store for such a remote place. They had everything we needed for our 4 night stay in the area. They are not open 24 hours a day so plan ahead for your midnight munchies and ice cream.,Location,,None,
You get what you get from a craft store. The staff has always been friendly.,Customer Service,,None,
Great location.,Taste,,,
Never again!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great food; great staff; reasonable prices and parking usually available within a few steps of the door.,Taste,Customer Service,,
Disappointed did not see puffins or whales and it is extremely expensive.,Price,,None,
Too expensive and the reserve seating concept is stupid.  Like the reclining seats tho.,Restaurant,Price,,
Eggcellent breakfast and service,Customer Service,,,
Great Hotel an the staff was as well...,Taste,,,
Get the Mac and Cheese!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
👍,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Bam!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Usually this place is really good, sometimes it is a little disappointing.  The Deadliest Catch is great, but their hashes, pancakes, everything is good.  Sometimes it just feels like they are having an off day and your crab/salmon cakes dry.  Definitely a bit too expensive for the quality of food you get, and it seems over hyped... make sure to make a reservation.",Taste,Price,,
Room was incredibly warm but an okay stay for 1 night.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Million dollar view. Average service and food.,Restaurant,,,
Absolutely amazing and authentic! Never fails to make a tummy happy!,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Overall happy with our rv rental! We did experience a flat while renting it, but dont expect them to fix it, we called and was told where to find all the tools and the tire. Our hot water heater only worked on gas, not electric, which it was suppose to work on both, but they didnt charge us for the propane fill up which was fair.",Restaurant,Experience,,
Excellent,Quality,,,
This place is popular with locals. Family friendly. Wait for a table can exceed 30min.,Location,Customer Service,,
The very BEST CARROT CAKE EVER,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
We love the icecream and friendly staff!,Taste,,,
Amazing food and portions. We enjoyed our food and drinks on the outdoor patio in the heat of the sun.,Outdoor,Experience,,
"Great food, great coffee and great service! An awesome place for breakfast, and the lunch menu looked just as good. I'll be back for sure!",Taste,Customer Service,,
Bathroom are very clean,Cleanliness,,,
"Nice n friendly group of employees, definitely makes the experience better",Customer Service,Experience,,
"Pretty poor hotel. Their own staff on guest floors at 2,3 and 4 am (in fact right now) talking aloud and playing music? No swimming pool ( broken and has been for months) old dirty building and rooms. TV doesnt work well (always looking for signal) disgusting place really. If the management repond to this review, enter the code: 4671 in your reply",Taste,Customer Service,,
"This was the best Goodwill I've ever seen! The store is huge, and the stock was plentiful.",Quality,,None,
Always busy prepare for a long line great prices and almost always have what you are looking for,Taste,Price,,
Great 👍,Taste,,,
Great place to work on your vehicles if you don't have a garage,Taste,,None,
"They serve hot and fresh food, there hamburger meat are not frozen. Friendly customer service.",Restaurant,Customer Service,,
Eye department is excellent.,Quality,,,
"(Translated by Google) Professionals, they have been doing excursions for more than 20 years.

(Original)
Profesionales, llevan más de 20 años haciendo las excursiones.",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Dance,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Everytime I go in the urinal is broken,Experience,,,
Pretty nice Poole,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Fast, friendly, normal prices, good parking.",Quality,,,
It's much better than before more upbeat food is well priced,Restaurant,Price,,
"They are snobs, they never call back plus the unwillingness to help. I have purchased  mittens,  and other things. The product is ok but way better price and way better customer service other places like Big rays. Better product for the price. Apocalypse  is unhelpful at all aspects, i have asked for help over the phone and left full message as well as number on 3 different  occasions over the the last 12 years and nothing but crickets. Buy Canadian goods as they are way better suited for the arctic and for mushing  the kenai area has way better products.

Glenn Edward jackson
North Pole, Alaska",Quality,Customer Service,,
